rank,finalWorth,category,personName,age,country,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,date,birthYear,birthMonth,birthDay,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,total_tax_rate_country,population_country
486,5400,Fashion & Retail,Wolfgang Reimann,71,Germany,Consumer goods,Fashion & Retail,Germany,False,D,M,1952-10-04 00:00:00,4/4/2023 5:01,1952.0,10.0,4.0,-2147483648,71,104,49,83132799
486,5400,Fashion & Retail,Matthias Reimann-Andersen,58,Germany,Consumer goods,Fashion & Retail,Germany,False,D,M,1965-03-30 00:00:00,4/4/2023 5:01,1965.0,3.0,30.0,-2147483648,71,104,49,83132799
486,5400,Fashion & Retail,Stefan Reimann-Andersen,60,Austria,Consumer goods,Fashion & Retail,Germany,False,D,M,1963-07-13 00:00:00,4/4/2023 5:01,1963.0,7.0,13.0,-2147483648,86,104,52,8877067
486,5400,Fashion & Retail,Renate Reimann-Haas,72,Austria,Consumer goods,Fashion & Retail,Germany,False,D,F,1951-10-08 00:00:00,4/4/2023 5:01,1951.0,10.0,8.0,-2147483648,86,104,52,8877067
497,5300,Finance & Investments,Todd Boehly,50,United States,Finance,Finance & Investments,United States,True,U,M,1973-09-20 00:00:00,4/4/2023 5:01,1973.0,9.0,20.0,-2147483648,89,102,37,328239523
497,5300,Real Estate,Rick Caruso,64,United States,Real estate,Real Estate,United States,True,U,M,1959-01-07 00:00:00,4/4/2023 5:01,1959.0,1.0,7.0,-2147483648,89,102,37,328239523
497,5300,Manufacturing,Ibrahim Erdemoglu,61,Turkey,Carpet,Manufacturing,Turkey,True,U,M,1962-09-26 00:00:00,4/4/2023 5:01,1962.0,9.0,26.0,-2147483648,24,94,43,83429615
497,5300,Finance & Investments,Elizabeth Johnson,60,United States,Fidelity,Finance & Investments,United States,False,U,F,1963-05-07 00:00:00,4/4/2023 5:01,1963.0,5.0,7.0,-2147483648,89,102,37,328239523
497,5300,Finance & Investments,Douglas Leone,66,United States,Venture capital,Finance & Investments,United States,True,D,M,1957-07-04 00:00:00,4/4/2023 5:01,1957.0,7.0,4.0,-2147483648,89,102,37,328239523
497,5300,Diversified,Prajogo Pangestu,79,Indonesia,Petrochemicals,Diversified,Indonesia,False,D,M,1944-05-13 00:00:00,4/4/2023 5:01,1944.0,5.0,13.0,-2147483648,37,107,31,270203917
497,5300,Finance & Investments,Thomas Pritzker,73,United States,"Hotels, investments",Finance & Investments,United States,False,U,M,1950-06-06 00:00:00,4/4/2023 5:01,1950.0,6.0,6.0,-2147483648,89,102,37,328239523
497,5300,Food & Beverage,Lynda Resnick,80,United States,Agriculture,Food & Beverage,United States,True,Split Family Fortune,F,1943-01-02 00:00:00,4/4/2023 5:01,1943.0,1.0,2.0,-2147483648,89,102,37,328239523
497,5300,Food & Beverage,Stewart Resnick,87,United States,Agriculture,Food & Beverage,United States,True,Split Family Fortune,M,1936-12-24 00:00:00,4/4/2023 5:01,1936.0,12.0,24.0,-2147483648,89,102,37,328239523
497,5300,Service,Gary Rollins,79,United States,Pest control,Service,United States,False,E,M,1944-08-30 00:00:00,4/4/2023 5:01,1944.0,8.0,30.0,-2147483648,89,102,37,328239523
497,5300,Finance & Investments,Mark Walter,63,United States,"Finance, asset management",Finance & Investments,United States,True,U,M,1960-05-22 00:00:00,4/4/2023 5:01,1960.0,5.0,22.0,-2147483648,89,102,37,328239523
497,5300,Manufacturing,Ronald Wanek,82,United States,Furniture,Manufacturing,United States,True,D,M,1941-05-19 00:00:00,4/4/2023 5:01,1941.0,5.0,19.0,-2147483648,89,102,37,328239523
497,5300,Food & Beverage,Erich Wesjohann & family,78,Germany,Poultry genetics,Food & Beverage,Germany,True,D,M,1945-06-02 00:00:00,4/4/2023 5:01,1945.0,6.0,2.0,-2147483648,71,104,49,83132799
497,5300,Fashion & Retail,M.A. Yusuff Ali,68,United Arab Emirates,Retail,Fashion & Retail,India,True,D,M,1955-11-15 00:00:00,4/4/2023 5:01,1955.0,11.0,15.0,-2147483648,37,109,16,9770529
511,5200,Finance & Investments,Alexandre Behring,56,United States,Investments,Finance & Investments,Brazil,True,U,M,1967-02-20 00:00:00,4/4/2023 5:01,1967.0,2.0,20.0,-2147483648,89,102,37,328239523
511,5200,Food & Beverage,Cheng Xue,53,China,Soy sauce,Food & Beverage,China,True,D,F,1970-02-26 00:00:00,4/4/2023 5:01,1970.0,2.0,26.0,-2147483648,51,101,60,1397715000
511,5200,Real Estate,Robert Faith,60,United States,Real estate management,Real Estate,United States,True,N,M,1963-10-03 00:00:00,4/4/2023 5:01,1963.0,10.0,3.0,-2147483648,89,102,37,328239523
511,5200,Fashion & Retail,Gao Dekang & family,71,China,Apparel,Fashion & Retail,China,True,U,M,1952-02-01 00:00:00,4/4/2023 5:01,1952.0,2.0,1.0,-2147483648,51,101,60,1397715000
511,5200,Fashion & Retail,Micky Jagtiani,72,United Arab Emirates,Retail,Fashion & Retail,India,False,U,M,1951-09-28 00:00:00,4/4/2023 5:01,1951.0,9.0,28.0,-2147483648,37,109,16,9770529
511,5200,Telecom,Ananda Krishnan,85,Malaysia,"Telecoms, media, oil-services",Telecom,Malaysia,True,D,M,1938-04-01 00:00:00,4/4/2023 5:01,1938.0,4.0,1.0,-2147483648,46,106,39,32447385
511,5200,Technology,Barry Lam,74,Taiwan,Electronics,Technology,Taiwan,True,D,M,1949-04-24 00:00:00,4/4/2023 5:01,1949.0,4.0,24.0,-2147483648,68,103,44,507454841
511,5200,Food & Beverage,"Robert Rich, Jr.",82,United States,Frozen foods,Food & Beverage,United States,False,U,M,1941-01-25 00:00:00,4/4/2023 5:01,1941.0,1.0,25.0,-2147483648,89,102,37,328239523
511,5200,Gambling & Casinos,Mark Scheinberg,50,United Kingdom,Online gambling,Gambling & Casinos,Canada,True,D,M,1973-12-27 00:00:00,4/4/2023 5:01,1973.0,12.0,27.0,-2147483648,60,102,31,66834405
511,5200,Technology,Charles Simonyi,75,United States,Microsoft,Technology,United States,True,D,M,1948-09-10 00:00:00,4/4/2023 5:01,1948.0,9.0,10.0,-2147483648,89,102,37,328239523
511,5200,Real Estate,Ty Warner,79,United States,"Plush toys, real estate",Real Estate,United States,True,U,M,1944-09-03 00:00:00,4/4/2023 5:01,1944.0,9.0,3.0,-2147483648,89,102,37,328239523
511,5200,Real Estate,Sam Zell,82,United States,"Real estate, private equity",Real Estate,United States,True,D,M,1941-09-28 00:00:00,4/4/2023 5:01,1941.0,9.0,28.0,-2147483648,89,102,37,328239523
523,5100,Manufacturing,Fang Wei,50,China,Steel,Manufacturing,China,True,U,M,1973-09-04 00:00:00,4/4/2023 5:01,1973.0,9.0,4.0,-2147483648,51,101,60,1397715000
523,5100,Finance & Investments,Rekha Jhunjhunwala,60,India,Investments,Finance & Investments,India,False,N,F,1963-09-12 00:00:00,4/4/2023 5:01,1963.0,9.0,12.0,-2147483648,29,113,50,1366417754
523,5100,Finance & Investments,Charles B. Johnson,90,United States,Franklin Templeton,Finance & Investments,United States,False,E,M,1933-01-06 00:00:00,4/4/2023 5:01,1933.0,1.0,6.0,-2147483648,89,102,37,328239523
523,5100,Media & Entertainment,Kwon Hyuk-bin,49,South Korea,Online games,Media & Entertainment,South Korea,True,D,M,1974-01-01 00:00:00,4/4/2023 5:01,1974.0,1.0,1.0,-2147483648,95,99,34,51709098
523,5100,Finance & Investments,Sami Mnaymneh,62,United States,Private equity,Finance & Investments,United States,True,U,M,1961-07-13 00:00:00,4/4/2023 5:01,1961.0,7.0,13.0,-2147483648,89,102,37,328239523
523,5100,Logistics,Kjell Inge Rokke,65,Norway,"Shipping, seafood",Logistics,Norway,True,D,M,1958-10-25 00:00:00,4/4/2023 5:01,1958.0,10.0,25.0,-2147483648,82,101,37,5347896
523,5100,Finance & Investments,Tony Tamer,66,United States,Private equity,Finance & Investments,United States,True,U,M,1957-10-12 00:00:00,4/4/2023 5:01,1957.0,10.0,12.0,-2147483648,89,102,37,328239523
523,5100,Healthcare,Tse Ping & family,71,Hong Kong,Pharmaceuticals,Healthcare,China,True,D,M,1952-01-03 00:00:00,4/4/2023 5:01,1952.0,1.0,3.0,-2147483648,68,103,44,507454841
523,5100,Technology,Romesh T. Wadhwani,76,United States,Software,Technology,United States,True,U,M,1947-08-25 00:00:00,4/4/2023 5:01,1947.0,8.0,25.0,-2147483648,89,102,37,328239523
523,5100,Healthcare,Hansjoerg Wyss,88,United States,Medical devices,Healthcare,Switzerland,True,U,M,1935-01-01 00:00:00,4/4/2023 5:01,1935.0,1.0,1.0,-2147483648,89,102,37,328239523
523,5100,Sports,Denise York & family,73,United States,San Francisco 49ers,Sports,United States,False,U,F,1950-10-21 00:00:00,4/4/2023 5:01,1950.0,10.0,21.0,-2147483648,89,102,37,328239523
534,5000,Finance & Investments,Ron Baron,80,United States,Money management,Finance & Investments,United States,True,U,M,1943-05-23 00:00:00,4/4/2023 5:01,1943.0,5.0,23.0,-2147483648,89,102,37,328239523
534,5000,Energy,Robert Bass,75,United States,"Oil, investments",Energy,United States,False,D,M,1948-03-19 00:00:00,4/4/2023 5:01,1948.0,3.0,19.0,-2147483648,89,102,37,328239523
534,5000,Healthcare,Dona Bertarelli,55,Switzerland,Biotech and investments,Healthcare,Switzerland,False,U,F,1968-01-01 00:00:00,4/4/2023 5:01,1968.0,1.0,1.0,-2147483648,60,106,29,8574832
534,5000,Finance & Investments,Alexander Gerko,44,United Kingdom,Trading,Finance & Investments,United Kingdom,True,N,M,1979-12-03 00:00:00,4/4/2023 5:01,1979.0,12.0,3.0,-2147483648,60,102,31,66834405
534,5000,Technology,Martin Haefner,69,Switzerland,"Software, investments",Technology,Switzerland,False,U,M,1954-01-01 00:00:00,4/4/2023 5:01,1954.0,1.0,1.0,-2147483648,60,106,29,8574832
534,5000,Telecom,"Robert Hale, Jr.",57,United States,Telecom,Telecom,United States,True,U,M,1966-07-08 00:00:00,4/4/2023 5:01,1966.0,7.0,8.0,-2147483648,89,102,37,328239523
534,5000,Healthcare,Viktor Kharitonin,51,Russia,Pharmaceuticals,Healthcare,Russia,True,U,M,1972-11-20 00:00:00,4/4/2023 5:01,1972.0,11.0,20.0,-2147483648,82,103,47,144373535
534,5000,Technology,Kim Beom-su,57,South Korea,Online services,Technology,South Korea,True,D,M,1966-03-27 00:00:00,4/4/2023 5:01,1966.0,3.0,27.0,-2147483648,95,99,34,51709098
534,5000,Fashion & Retail,Jane Lauder,50,United States,Estée Lauder,Fashion & Retail,United States,False,D,F,1973-01-01 00:00:00,4/4/2023 5:01,1973.0,1.0,1.0,-2147483648,89,102,37,328239523
534,5000,Fashion & Retail,Michel Leclercq & family,84,France,Sporting goods,Fashion & Retail,France,False,U,M,1939-05-27 00:00:00,4/4/2023 5:01,1939.0,5.0,27.0,-2147483648,66,103,61,67059887
534,5000,Media & Entertainment,George Lucas,79,United States,Star Wars,Media & Entertainment,United States,True,D,M,1944-05-14 00:00:00,4/4/2023 5:01,1944.0,5.0,14.0,-2147483648,89,102,37,328239523
534,5000,Sports,Janice McNair,87,United States,"Energy, sports",Sports,United States,False,U,F,1936-09-30 00:00:00,4/4/2023 5:01,1936.0,9.0,30.0,-2147483648,89,102,37,328239523
534,5000,Healthcare,Ugur Sahin,58,Germany,Biotechnology,Healthcare,Germany,True,D,M,1965-09-19 00:00:00,4/4/2023 5:01,1965.0,9.0,19.0,-2147483648,71,104,49,83132799
534,5000,Real Estate,Alexandra Schoerghuber & family,65,Germany,Real estate,Real Estate,Germany,False,U,F,1958-07-24 00:00:00,4/4/2023 5:01,1958.0,7.0,24.0,-2147483648,71,104,49,83132799
534,5000,Healthcare,Thomas Straumann,60,Switzerland,Dental implants,Healthcare,Switzerland,False,D,M,1963-07-22 00:00:00,4/4/2023 5:01,1963.0,7.0,22.0,-2147483648,60,106,29,8574832
534,5000,Food & Beverage,Murat Ulker,64,Turkey,Food,Food & Beverage,Turkey,False,U,M,1959-03-23 00:00:00,4/4/2023 5:01,1959.0,3.0,23.0,-2147483648,24,94,43,83429615
534,5000,Fashion & Retail,Chip Wilson,66,Canada,Lululemon,Fashion & Retail,Canada,True,D,M,1957-01-01 00:00:00,4/4/2023 5:01,1957.0,1.0,1.0,-2147483648,69,101,25,36991981
534,5000,Real Estate,Zhu Yan & family,61,China,Real estate,Real Estate,China,False,U,F,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,51,101,60,1397715000
552,4900,Manufacturing,Jim Davis & family,80,United States,New Balance,Manufacturing,United States,True,D,M,1943-05-17 00:00:00,4/4/2023 5:01,1943.0,5.0,17.0,-2147483648,89,102,37,328239523
552,4900,Healthcare,Murali Divi & family,72,India,Pharmaceuticals,Healthcare,India,True,D,M,1951-03-17 00:00:00,4/4/2023 5:01,1951.0,3.0,17.0,-2147483648,29,113,50,1366417754
552,4900,Technology,Dagmar Dolby & family,82,United States,Dolby Laboratories,Technology,United States,False,U,F,1941-06-28 00:00:00,4/4/2023 5:01,1941.0,6.0,28.0,-2147483648,89,102,37,328239523
552,4900,Technology,Marcos Galperin,61,Argentina,E-commerce,Technology,Argentina,True,U,M,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,90,110,107,44938712
552,4900,Service,Tom Golisano,82,United States,Payroll services,Service,United States,True,D,M,1941-11-14 00:00:00,4/4/2023 5:01,1941.0,11.0,14.0,-2147483648,89,102,37,328239523
552,4900,Finance & Investments,Jonathan Gray,53,United States,Investments,Finance & Investments,United States,True,D,M,1970-02-04 00:00:00,4/4/2023 5:01,1970.0,2.0,4.0,-2147483648,89,102,37,328239523
552,4900,Finance & Investments,Bidzina Ivanishvili,67,Georgia,Investments,Finance & Investments,Georgia,True,U,M,1956-02-18 00:00:00,4/4/2023 5:01,1956.0,2.0,18.0,-2147483648,64,99,10,3720382
552,4900,Metals & Mining,Lim Hariyanto Wijaya Sarwono,95,Indonesia,"Palm oil, nickel mining",Metals & Mining,Indonesia,True,U,M,1928-11-01 00:00:00,4/4/2023 5:01,1928.0,11.0,1.0,-2147483648,37,107,31,270203917
552,4900,Healthcare,Rudolf Maag,77,Switzerland,Medical devices,Healthcare,Switzerland,True,D,M,1946-01-31 00:00:00,4/4/2023 5:01,1946.0,1.0,31.0,-2147483648,60,106,29,8574832
552,4900,Food & Beverage,Emanuele (Lino) Saputo & family,86,Canada,Cheese,Food & Beverage,Canada,False,U,M,1937-01-01 00:00:00,4/4/2023 5:01,1937.0,1.0,1.0,-2147483648,69,101,25,36991981
552,4900,Automotive,Mark Shoen,73,United States,U-Haul,Automotive,United States,False,U,M,1950-11-20 00:00:00,4/4/2023 5:01,1950.0,11.0,20.0,-2147483648,89,102,37,328239523
552,4900,Sports,Dan Snyder,59,United States,Washington Commanders,Sports,United States,True,U,M,1964-11-23 00:00:00,4/4/2023 5:01,1964.0,11.0,23.0,-2147483648,89,102,37,328239523
552,4900,Diversified,Chairul Tanjung,61,Indonesia,Diversified,Diversified,Indonesia,True,D,M,1962-06-18 00:00:00,4/4/2023 5:01,1962.0,6.0,18.0,-2147483648,37,107,31,270203917
552,4900,Energy,Kelcy Warren,68,United States,Pipelines,Energy,United States,True,U,M,1955-11-09 00:00:00,4/4/2023 5:01,1955.0,11.0,9.0,-2147483648,89,102,37,328239523
552,4900,Fashion & Retail,Zhang Tao,51,China,E-commerce,Fashion & Retail,China,True,D,M,1972-11-01 00:00:00,4/4/2023 5:01,1972.0,11.0,1.0,-2147483648,51,101,60,1397715000
567,4800,Fashion & Retail,Michael Ashley,59,United Kingdom,Sports retailing,Fashion & Retail,United Kingdom,True,U,M,1964-09-12 00:00:00,4/4/2023 5:01,1964.0,9.0,12.0,-2147483648,60,102,31,66834405
567,4800,Fashion & Retail,Tomasz Biernacki,50,Poland,Supermarkets,Fashion & Retail,Poland,True,U,M,1973-01-01 00:00:00,4/4/2023 5:01,1973.0,1.0,1.0,-2147483648,68,100,41,37970874
567,4800,Healthcare,Bernard Broermann,80,Germany,Hospitals,Healthcare,Germany,True,U,M,1943-11-22 00:00:00,4/4/2023 5:01,1943.0,11.0,22.0,-2147483648,71,104,49,83132799
567,4800,Fashion & Retail,Jimmy Haslam,69,United States,"Gas stations, retail",Fashion & Retail,United States,False,U,M,1954-03-09 00:00:00,4/4/2023 5:01,1954.0,3.0,9.0,-2147483648,89,102,37,328239523
567,4800,Manufacturing,H. Fisk Johnson,65,United States,Cleaning products,Manufacturing,United States,False,U,M,1958-05-19 00:00:00,4/4/2023 5:01,1958.0,5.0,19.0,-2147483648,89,102,37,328239523
567,4800,Manufacturing,S. Curtis Johnson,68,United States,Cleaning products,Manufacturing,United States,False,U,M,1955-05-05 00:00:00,4/4/2023 5:01,1955.0,5.0,5.0,-2147483648,89,102,37,328239523
567,4800,Manufacturing,Helen Johnson-Leipold,67,United States,Cleaning products,Manufacturing,United States,False,U,F,1956-12-30 00:00:00,4/4/2023 5:01,1956.0,12.0,30.0,-2147483648,89,102,37,328239523
567,4800,Technology,Vinod Khosla,68,United States,Venture capital,Technology,United States,True,D,M,1955-01-28 00:00:00,4/4/2023 5:01,1955.0,1.0,28.0,-2147483648,89,102,37,328239523
567,4800,Technology,Thai Lee,65,United States,IT provider,Technology,United States,True,U,F,1958-11-27 00:00:00,4/4/2023 5:01,1958.0,11.0,27.0,-2147483648,89,102,37,328239523
567,4800,Manufacturing,Winifred J. Marquart,64,United States,Cleaning products,Manufacturing,United States,False,U,F,1959-04-06 00:00:00,4/4/2023 5:01,1959.0,4.0,6.0,-2147483648,89,102,37,328239523
567,4800,Healthcare,Pankaj Patel,70,India,Pharmaceuticals,Healthcare,India,False,U,M,1953-03-19 00:00:00,4/4/2023 5:01,1953.0,3.0,19.0,-2147483648,29,113,50,1366417754
567,4800,Manufacturing,Horst Julius Pudwill,79,Hong Kong,Manufacturing,Manufacturing,Germany,True,D,M,1944-10-23 00:00:00,4/4/2023 5:01,1944.0,10.0,23.0,-2147483648,68,103,44,507454841
567,4800,Finance & Investments,Yu Yong,62,China,Mining,Finance & Investments,China,True,U,M,1961-02-01 00:00:00,4/4/2023 5:01,1961.0,2.0,1.0,-2147483648,51,101,60,1397715000
580,4700,Diversified,Maria Fernanda Amorim & family,88,Portugal,"Energy, investments",Diversified,Portugal,False,E,F,1935-01-16 00:00:00,4/4/2023 5:01,1935.0,1.0,16.0,-2147483648,64,107,40,10269417
580,4700,Sports,Gayle Benson,76,United States,New Orleans Saints,Sports,United States,False,U,F,1947-01-26 00:00:00,4/4/2023 5:01,1947.0,1.0,26.0,-2147483648,89,102,37,328239523
580,4700,Technology,Jason Chang,79,Taiwan,Electronics,Technology,Singapore,True,U,M,1944-05-01 00:00:00,4/4/2023 5:01,1944.0,5.0,1.0,-2147483648,68,103,44,507454841
580,4700,Manufacturing,Ali Erdemoglu,64,Turkey,Carpet,Manufacturing,Turkey,True,U,M,1959-11-20 00:00:00,4/4/2023 5:01,1959.0,11.0,20.0,-2147483648,24,94,43,83429615
580,4700,Finance & Investments,Andre Esteves,55,Brazil,Banking,Finance & Investments,Brazil,True,D,M,1968-07-12 00:00:00,4/4/2023 5:01,1968.0,7.0,12.0,-2147483648,52,116,66,212559417
580,4700,Real Estate,Carlo Fidani,68,Canada,Real estate,Real Estate,Canada,False,U,M,1955-01-01 00:00:00,4/4/2023 5:01,1955.0,1.0,1.0,-2147483648,69,101,25,36991981
580,4700,Technology,Hong Ra-hee,78,South Korea,Samsung,Technology,South Korea,False,D,F,1945-07-15 00:00:00,4/4/2023 5:01,1945.0,7.0,15.0,-2147483648,95,99,34,51709098
580,4700,Manufacturing,Li Gaiteng,51,China,Hair dryers,Manufacturing,China,True,U,M,1972-04-08 00:00:00,4/4/2023 5:01,1972.0,4.0,8.0,-2147483648,51,101,60,1397715000
580,4700,Media & Entertainment,Thomas Secunda,69,United States,Bloomberg LP,Media & Entertainment,United States,True,U,M,1954-06-23 00:00:00,4/4/2023 5:01,1954.0,6.0,23.0,-2147483648,89,102,37,328239523
580,4700,Diversified,Zuowen Song,76,China,"Aluminum, diversified",Diversified,China,True,U,M,1947-03-19 00:00:00,4/4/2023 5:01,1947.0,3.0,19.0,-2147483648,51,101,60,1397715000
580,4700,Media & Entertainment,Tim Sweeney,53,United States,Video games,Media & Entertainment,United States,True,D,M,1970-12-13 00:00:00,4/4/2023 5:01,1970.0,12.0,13.0,-2147483648,89,102,37,328239523
591,4600,Food & Beverage,Bert Beveridge,61,United States,Vodka,Food & Beverage,United States,True,U,M,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,89,102,37,328239523
591,4600,Media & Entertainment,Mark Cuban,65,United States,"Online media, Dallas Mavericks",Media & Entertainment,United States,True,D,M,1958-07-31 00:00:00,4/4/2023 5:01,1958.0,7.0,31.0,-2147483648,89,102,37,328239523
591,4600,Media & Entertainment,Charles Dolan & family,97,United States,Cable television,Media & Entertainment,United States,True,D,M,1926-10-16 00:00:00,4/4/2023 5:01,1926.0,10.0,16.0,-2147483648,89,102,37,328239523
591,4600,Technology,Jack Dorsey,47,United States,"Twitter, Square",Technology,United States,True,D,M,1976-11-19 00:00:00,4/4/2023 5:01,1976.0,11.0,19.0,-2147483648,89,102,37,328239523
591,4600,Energy,Fan Hongwei,56,China,Petrochemicals,Energy,China,True,D,F,1967-01-01 00:00:00,4/4/2023 5:01,1967.0,1.0,1.0,-2147483648,51,101,60,1397715000
591,4600,Metals & Mining,Vladimir Kim,63,Kazakhstan,Mining,Metals & Mining,Kazakhstan,True,D,M,1960-10-29 00:00:00,4/4/2023 5:01,1960.0,10.0,29.0,-2147483648,62,105,29,18513930
591,4600,Finance & Investments,"Andre Koo, Sr.",56,Taiwan,Financial services,Finance & Investments,Taiwan,False,D,M,1967-05-25 00:00:00,4/4/2023 5:01,1967.0,5.0,25.0,-2147483648,68,103,44,507454841
591,4600,Fashion & Retail,Ronald Lauder,79,United States,Estee Lauder,Fashion & Retail,United States,False,D,M,1944-02-26 00:00:00,4/4/2023 5:01,1944.0,2.0,26.0,-2147483648,89,102,37,328239523
591,4600,Manufacturing,Li Chunan,55,China,Renewable energy,Manufacturing,China,True,D,M,1968-10-10 00:00:00,4/4/2023 5:01,1968.0,10.0,10.0,-2147483648,51,101,60,1397715000
591,4600,Media & Entertainment,Forrest Li,45,Singapore,Gaming,Media & Entertainment,Singapore,True,D,M,1978-01-01 00:00:00,4/4/2023 5:01,1978.0,1.0,1.0,-2147483648,85,101,21,5703569
591,4600,Telecom,Richard Li,57,Hong Kong,Telecom,Telecom,Hong Kong,False,D,M,1966-11-08 00:00:00,4/4/2023 5:01,1966.0,11.0,8.0,-2147483648,68,103,44,507454841
